input_compound_id,smiles,canonical_smiles,success,error_message
601989,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](CCc7ccc(O)cc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 103 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](CCc7ccc(O)cc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601984,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CCCNC(=O)N)NC(=O)[C@@H]8CCCN8C(=O)CS(=O)(=O)O)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 101 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CCCNC(=O)N)NC(=O)[C@@H]8CCCN8C(=O)CS(=O)(=O)O)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601994,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCCN)NC(=O)NC(=O)[C@@H]7CCCN7C(=O)c8ccccc8S(=O)(=O)O)[C@@H](C)OCc9ccccc9)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 107 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCCN)NC(=O)NC(=O)[C@@H]7CCCN7C(=O)c8ccccc8S(=O)(=O)O)[C@@H](C)OCc9ccccc9)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601988,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](CSCc7ccccc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 103 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](CSCc7ccccc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
1510651,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCCO)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 102 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCCO)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510643,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)NCCN(C)C)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 107 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)NCCN(C)C)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510648,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCc%13cncnc%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 106 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCc%13cncnc%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510645,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)CN%13CCN(C)CC%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 109 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)CN%13CCN(C)CC%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510652,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCC(O)CO)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 104 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCC(O)CO)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510646,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)CN%13CCOCC%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 108 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)CN%13CCOCC%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510647,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)CN(C)C)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 105 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)CN(C)C)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510644,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)CCN%13CCOCC%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 109 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNC(=O)CCN%13CCOCC%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510654,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CN(C)C)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 101 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CN(C)C)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510653,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCC[C@H](O)[C@H](O)CO)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 107 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCC[C@H](O)[C@H](O)CO)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510649,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CN(CCO)CCO)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 105 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CN(CCO)CCO)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1510650,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCC(C)(C)N%13CCCCC%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F,,False,number of non-H atoms 109 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(CNCC(C)(C)N%13CCCCC%13)cs%12)[C@@H](C)O)\C.OC(=O)C(F)(F)F
1449181,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)[C@@H](C)O.CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]2CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC2=O)[C@@H](C)O)[C@@H](C)O.OS(=O)(=O)O.OS(=O)(=O)O,,False,number of non-H atoms 171 exceeds limit of 100 for smiles CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)[C@@H](C)O.CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]2CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC2=O)[C@@H](C)O)[C@@H](C)O.OS(=O)(=O)O.OS(=O)(=O)O
1072370,CC[C@@]1(OC(=O)OCCSSC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)C(=O)OCC6=C1C=C7N(Cc8cc9ccccc9nc78)C6=O,,False,number of non-H atoms 133 exceeds limit of 100 for smiles CC[C@@]1(OC(=O)OCCSSC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)C(=O)OCC6=C1C=C7N(Cc8cc9ccccc9nc78)C6=O
1072371,CC[C@@]1(OC(=O)OCCSSC[C@H](N)C(=O)NCCCCCC(=O)N[C@@H](CSSCCOC(=O)O[C@]2(CC)C(=O)OCC3=C2C=C4N(Cc5cc6ccccc6nc45)C3=O)C(=O)N[C@](N)(CCCNC(=N)N)C(=O)N7CCC[C@H]7C(=O)N[C@@H](CCCCN)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc9ccccc9)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)C(=O)OCC%11=C1C=C%12N(Cc%13cc%14ccccc%14nc%12%13)C%11=O,,False,number of non-H atoms 180 exceeds limit of 100 for smiles CC[C@@]1(OC(=O)OCCSSC[C@H](N)C(=O)NCCCCCC(=O)N[C@@H](CSSCCOC(=O)O[C@]2(CC)C(=O)OCC3=C2C=C4N(Cc5cc6ccccc6nc45)C3=O)C(=O)N[C@](N)(CCCNC(=N)N)C(=O)N7CCC[C@H]7C(=O)N[C@@H](CCCCN)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc9ccccc9)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)C(=O)OCC%11=C1C=C%12N(Cc%13cc%14ccccc%14nc%12%13)C%11=O
625483,C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCCCCn3cc(COc4cc(OCc5cn(CCCCCC(=O)N[C@H](Cc6ccccc6)C(=O)N[C@H]7CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc8c[nH]c9ccccc89)NC(=O)[C@H](Cc%10ccc(O)cc%10)NC7=O)[C@@H](C)O)C(=O)N[C@H](CO)[C@@H](C)O)nn5)cc(c4)C(=O)NS(=O)(=O)CCNC(=O)CN%11CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC%11)nn3)C(=O)N[C@@H](Cc%12ccc(O)cc%12)C(=O)N[C@H](Cc%13c[nH]c%14ccccc%13%14)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,,False,number of non-H atoms 214 exceeds limit of 100 for smiles C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCCCCn3cc(COc4cc(OCc5cn(CCCCCC(=O)N[C@H](Cc6ccccc6)C(=O)N[C@H]7CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc8c[nH]c9ccccc89)NC(=O)[C@H](Cc%10ccc(O)cc%10)NC7=O)[C@@H](C)O)C(=O)N[C@H](CO)[C@@H](C)O)nn5)cc(c4)C(=O)NS(=O)(=O)CCNC(=O)CN%11CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC%11)nn3)C(=O)N[C@@H](Cc%12ccc(O)cc%12)C(=O)N[C@H](Cc%13c[nH]c%14ccccc%13%14)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1
625484,C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCCCCn3cc(COc4cc(OCc5cn(CCCCCC(=O)N[C@H](Cc6ccccc6)C(=O)N[C@H]7CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc8c[nH]c9ccccc89)NC(=O)[C@H](Cc%10ccc(O)cc%10)NC7=O)[C@@H](C)O)C(=O)N[C@H](CO)[C@@H](C)O)nn5)cc(c4)C(=O)NCCOc%11cc(OCCNC(=O)c%12cc(OCc%13cn(CCCCCC(=O)N[C@H](Cc%14ccccc%14)C(=O)N[C@H]%15CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc%16c[nH]c%17ccccc%16%17)NC(=O)[C@H](Cc%18ccc(O)cc%18)NC%15=O)[C@@H](C)O)C(=O)N[C@H](CO)[C@@H](C)O)nn%13)cc(OCc%19cn(CCCCCC(=O)N[C@H](Cc%20ccccc%20)C(=O)N[C@H]%21CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc%22c[nH]c%23ccccc%22%23)NC(=O)[C@H](Cc%24ccc(O)cc%24)NC%21=O)[C@@H](C)O)C(=O)N[C@H](CO)[C@@H](C)O)nn%19)c%12)cc(c%11)C(=O)NS(=O)(=O)CCNC(=O)CN%25CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC%25)nn3)C(=O)N[C@@H](Cc%26ccc(O)cc%26)C(=O)N[C@H](Cc%27c[nH]c%28ccccc%27%28)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,,False,number of non-H atoms 410 exceeds limit of 100 for smiles C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCCCCn3cc(COc4cc(OCc5cn(CCCCCC(=O)N[C@H](Cc6ccccc6)C(=O)N[C@H]7CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc8c[nH]c9ccccc89)NC(=O)[C@H](Cc%10ccc(O)cc%10)NC7=O)[C@@H](C)O)C(=O)N[C@H](CO)[C@@H](C)O)nn5)cc(c4)C(=O)NCCOc%11cc(OCCNC(=O)c%12cc(OCc%13cn(CCCCCC(=O)N[C@H](Cc%14ccccc%14)C(=O)N[C@H]%15CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc%16c[nH]c%17ccccc%16%17)NC(=O)[C@H](Cc%18ccc(O)cc%18)NC%15=O)[C@@H](C)O)C(=O)N[C@H](CO)[C@@H](C)O)nn%13)cc(OCc%19cn(CCCCCC(=O)N[C@H](Cc%20ccccc%20)C(=O)N[C@H]%21CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc%22c[nH]c%23ccccc%22%23)NC(=O)[C@H](Cc%24ccc(O)cc%24)NC%21=O)[C@@H](C)O)C(=O)N[C@H](CO)[C@@H](C)O)nn%19)c%12)cc(c%11)C(=O)NS(=O)(=O)CCNC(=O)CN%25CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC%25)nn3)C(=O)N[C@@H](Cc%26ccc(O)cc%26)C(=O)N[C@H](Cc%27c[nH]c%28ccccc%27%28)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1
625482,C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCCCCn3cc(COc4cccc(c4)C(=O)NS(=O)(=O)CCNC(=O)CN5CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC5)nn3)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@H](Cc7c[nH]c8ccccc78)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,,False,number of non-H atoms 128 exceeds limit of 100 for smiles C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCCCCn3cc(COc4cccc(c4)C(=O)NS(=O)(=O)CCNC(=O)CN5CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC5)nn3)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@H](Cc7c[nH]c8ccccc78)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1
